  Fermat    Miller  Strassen Erastotene
807 0.017124 0.018156 0.018045
808 0.017134 0.015534 0.018005
809 0.017154 0.015571 0.018067
810 0.017188 0.017696 0.018037
811 0.017187 0.048638 0.018053
812 0.017195 0.015614 0.018104
813 0.017144 0.057622 0.018071
814 0.017248 0.015649 0.018145
815 0.017221 0.015642 0.018167
816 0.017285 0.015679 0.018177
817 0.017280 0.015677 0.018187
818 0.017235 0.044526 0.018240
819 0.017240 0.017970 0.018223
820 0.017296 0.034501 0.020849
821 0.017311 0.044957 0.018298
822 0.017361 0.028481 0.018256
823 0.017403 0.019467 0.018288
824 0.017383 0.019817 0.018268
825 0.017379 0.015776 0.018297
826 0.017384 0.041172 0.018340
827 0.017412 0.020856 0.018374
828 0.017410 0.031460 0.018339
829 0.017413 0.019876 0.018362
830 0.017449 0.015844 0.018428
831 0.016971 0.054061 0.017895
832 0.018207 0.021360 0.019130
833 0.018321 0.041880 0.019268
834 0.018385 0.023131 0.019260
835 0.018304 0.020412 0.019245
836 0.018310 0.021552 0.019235
837 0.018196 0.023265 0.019167
838 0.018215 0.020763 0.019224
839 0.018178 0.026934 0.019188
840 0.018147 0.021352 0.019141
841 0.018196 0.029525 0.019138
842 0.018216 0.016597 0.019175
843 0.018216 0.042847 0.019246
844 0.018235 0.016584 0.019294
845 0.018288 0.021789 0.019274
846 0.018271 0.037442 0.019323
847 0.018346 0.016652 0.019340
848 0.018282 0.041194 0.019363
849 0.018345 0.016653 0.019349
850 0.018320 0.016628 0.019341
851 0.018322 0.045343 0.019306
852 0.018333 0.016712 0.019382
853 0.018359 0.016657 0.019398
854 0.018414 0.020446 0.019373
855 0.018405 0.016771 0.019434
856 0.018384 0.016697 0.019406
857 0.018366 0.016701 0.019453
858 0.018446 0.055059 0.019377
859 0.018422 0.023926 0.019407
860 0.018480 0.016816 0.019574
861 0.018492 0.016774 0.019452
862 0.018544 0.016868 0.019542
863 0.018538 0.028678 0.019550
864 0.018522 0.022203 0.019606
865 0.018661 0.022373 0.019680
866 0.018621 0.038762 0.019629
867 0.018610 0.016932 0.019672
868 0.018642 0.021905 0.019624
869 0.018633 0.016947 0.019680
870 0.018624 0.022300 0.019622
871 0.018686 0.035300 0.019615
872 0.018697 0.016923 0.019663
873 0.018689 0.016909 0.019660
874 0.018708 0.022369 0.019709
875 0.018671 0.030493 0.019735
876 0.018727 0.029034 0.019737
877 0.018793 0.017025 0.019779
878 0.018743 0.022847 0.019794
879 0.018811 0.017001 0.019765
880 0.018807 0.019745 0.019924
881 0.018778 0.017026 0.019861
882 0.018785 0.022139 0.019825
883 0.018816 0.022162 0.019885
884 0.018832 0.017055 0.019815
885 0.018839 0.028894 0.019827
886 0.018817 0.030362 0.019896
887 0.018897 0.023441 0.019948
888 0.018902 0.023035 0.019910
889 0.018951 0.017140 0.019936
890 0.018961 0.022357 0.019999
891 0.018964 0.017209 0.020034
892 0.018938 0.017151 0.019914
893 0.018903 0.017140 0.019974
894 0.019009 0.017230 0.020014
895 0.018441 0.016664 0.019476
896 0.019768 0.051273 0.020844
897 0.020157 0.018360 0.021208
898 0.020128 0.035017 0.021294
899 0.020227 0.018442 0.021312
900 0.020179 0.024568 0.021268
901 0.020181 0.023292 0.021473
902 0.020151 0.018375 0.021254
903 0.020143 0.019089 0.021235
904 0.020240 0.018425 0.021156
905 0.020177 0.018345 0.021263
906 0.020168 0.024590 0.021265
907 0.020178 0.024078 0.021230
908 0.020192 0.032549 0.021299
909 0.020205 0.025472 0.021287
910 0.020239 0.018331 0.021221
911 0.020231 0.023237 0.021269
912 0.020221 0.024599 0.021297
913 0.020282 0.018435 0.021322
914 0.020292 0.018461 0.021373
915 0.020338 0.027800 0.021344
916 0.020356 0.024785 0.021472
917 0.020321 0.018434 0.021368
918 0.020313 0.018464 0.021398
919 0.020365 0.031485 0.021432
920 0.020408 0.018588 0.021457
921 0.020376 0.031092 0.021510
922 0.020455 0.018550 0.021511
923 0.020377 0.030152 0.021476
924 0.020450 0.025268 0.021486
925 0.020469 0.018615 0.021564
926 0.020481 0.018593 0.021558
927 0.020499 0.018635 0.021622
928 0.020490 0.044757 0.021720
929 0.020581 0.022804 0.021719
930 0.020539 0.018695 0.021665
931 0.020487 0.042872 0.021647
932 0.020630 0.018724 0.021717
933 0.020641 0.018727 0.021722
934 0.020643 0.018726 0.021687
935 0.020581 0.035045 0.021674
936 0.020698 0.034308 0.021816
937 0.020676 0.018787 0.021788
938 0.020664 0.033356 0.021749
939 0.020684 0.018796 0.021814
940 0.020744 0.018823 0.021820
941 0.020645 0.025337 0.022727
942 0.020678 0.023396 0.021835
943 0.020787 0.023459 0.021957
944 0.020726 0.044538 0.021895
945 0.020756 0.034296 0.021818
946 0.020750 0.018920 0.022057
947 0.020791 0.025369 0.021932
948 0.020806 0.043854 0.021967
949 0.020694 0.018829 0.021852
950 0.020816 0.024420 0.021981
951 0.020877 0.103039 0.022005
952 0.020871 0.018964 0.022013
953 0.020929 0.024314 0.022090
954 0.020856 0.056190 0.022008
955 0.020891 0.054283 0.022089
956 0.020923 0.024594 0.022070
957 0.020952 0.034002 0.022094
958 0.020932 0.055356 0.022110
959 0.020546 0.033120 0.021862
960 0.021890 0.034552 0.023042
961 0.022124 0.024255 0.023293
962 0.022087 0.028346 0.023258
963 0.022165 0.020220 0.023288
964 0.022044 0.020050 0.023219
965 0.021969 0.027061 0.023127
966 0.022026 0.020105 0.023223
967 0.021953 0.020035 0.022971
968 0.021924 0.025079 0.023112
969 0.021837 0.028951 0.023181
970 0.021913 0.019990 0.023289
971 0.021975 0.051835 0.023168
972 0.021991 0.027719 0.023212
973 0.022001 0.026424 0.023027
974 0.021994 0.020042 0.023252
975 0.022069 0.020077 0.023294
976 0.022070 0.020061 0.023284
977 0.021898 0.020009 0.023310
978 0.022044 0.026723 0.023265
979 0.022077 0.024693 0.023238
980 0.022176 0.020157 0.023325
981 0.022141 0.027873 0.023392
982 0.022157 0.020948 0.023441
983 0.021976 0.038295 0.023367
984 0.022185 0.020176 0.023419
985 0.022074 0.025628 0.023227
986 0.022301 0.020248 0.023484
987 0.022274 0.035274 0.023532
988 0.022271 0.020265 0.023507
989 0.022269 0.020304 0.023536
990 0.022327 0.035345 0.023522
991 0.022263 0.038365 0.023573
992 0.022365 0.020432 0.023662
993 0.022461 0.034578 0.023675
994 0.022197 0.038450 0.023723
995 0.022352 0.020357 0.023601
996 0.022387 0.020382 0.023770
997 0.022389 0.027712 0.023713
998 0.022372 0.133163 0.023494
999 0.022476 0.020473 0.023768
1000 0.022464 0.036013 0.023728
1001 0.022479 0.020503 0.023808
1002 0.022514 0.020513 0.023812
1003 0.022539 0.020503 0.023863
1004 0.022580 0.028965 0.023890
1005 0.022653 0.020569 0.023920
1006 0.022605 0.020655 0.023939
1007 0.022554 0.059605 0.023859
1008 0.022640 0.020650 0.023946
1009 0.022912 0.036054 0.023969
1010 0.022654 0.073659 0.023848
1011 0.022517 0.033561 0.023989
1012 0.022745 0.020596 0.024059
1013 0.022763 0.026459 0.023966
1014 0.022767 0.027549 0.024001
1015 0.022728 0.028134 0.024048
1016 0.022785 0.027606 0.024192
1017 0.022780 0.020693 0.024015
1018 0.022745 0.020716 0.024077
1019 0.022820 0.027232 0.024120
1020 0.022842 0.035716 0.024082
1021 0.022830 0.020814 0.024150
1022 0.022803 0.020783 0.024119
1023 0.022667 0.020140 0.023753
1024 0.023800 0.021709 0.025072
